CustomerID,FirstName,LastName,DOB,CustomerAccountNumber,CustomerType,CreditScore,AnnualIncome,Occupation
4535,Jacob,Warren,27-08-2005,45878961,Individual,694,102301,Unemployed
4543,Johnny,Robinson,16-07-1999,45925808,Individual,328,216548,Salaried
4552,Jimmy,Miranda,02-11-1970,45959196,Business,833,468844,Retired
4559,Miranda,Lee,06-07-1958,45971352,Business,553,482085,Salaried
4560,Jill,Stephenson,12-12-1969,45986064,Business,393,137675,Self-Employed
4565,Christina,Powell,19-09-1956,45997422,Business,315,490367,Retired
4571,Melissa,Guzman,05-04-1991,45997847,Individual,842,65234,Salaried
4609,Donna,Smith,30-12-1963,46353305,Individual,433,183591,Self-Employed
4637,Shannon,Walton,11-06-1958,46353477,Business,806,102044,Self-Employed
4638,Jerry,Lawson,02-07-1992,46360358,Business,450,69270,Retired
4652,Luis,Lopez,12-03-1979,46367920,Individual,752,35382,Retired
4654,Diana,Brooks,09-06-1981,46371543,Individual,553,324273,Salaried
4683,Nicole,Hobbs,14-02-1991,46383648,Individual,614,53750,Retired
4689,Jose,Johnson,31-07-2001,46423591,Business,740,188818,Salaried
4709,James,Whitaker,12-10-1979,47662975,Individual,603,318410,Unemployed
4720,Donald,Cunningham,20-09-2005,47695226,Business,804,256204,Unemployed
4727,Matthew,Baker,29-08-2000,47698267,Business,632,155823,Retired
4740,Samantha,Cross,12-04-1975,47713383,Business,571,146338,Self-Employed
4742,Cynthia,Clark,01-01-1959,47743271,Business,481,149131,Self-Employed
4750,Jenna,Morris,09-01-1961,47766210,Business,846,81756,Self-Employed
4761,Mario,Johnson,13-11-1981,47769473,Business,790,214140,Salaried
4778,Ricky,Rush,30-07-2005,47794354,Business,353,223022,Self-Employed
4783,Katie,Moran,03-11-1977,47808190,Individual,522,239200,Self-Employed
4785,Gail,Romero,27-12-1963,47813626,Individual,631,64304,Salaried
4786,Donald,Jenkins,31-03-1977,47815498,Individual,596,427820,Salaried
4788,Lauren,Flores,27-04-1990,47818391,Individual,571,51045,Retired
4791,Taylor,Gentry,06-04-1984,47858700,Individual,716,89281,Self-Employed
4792,Robin,Townsend,20-04-1968,47886575,Individual,749,268640,Salaried
4793,Mary,Logan,18-04-1996,47955201,Business,394,193737,Salaried
4795,Amanda,Gonzalez,08-08-1984,47990986,Business,725,341780,Salaried
4798,Madeline,Perez,04-07-1975,47998956,Individual,754,449024,Unemployed
4842,Carrie,Munoz,10-04-2001,48901145,Business,781,402954,Retired
4871,Cheryl,Reed,07-06-1983,48906764,Individual,313,106852,Unemployed
4878,Monica,Wolf,09-10-1959,48909287,Individual,377,336141,Self-Employed
4880,Rebecca,Armstrong,05-07-1995,48920575,Business,470,406785,Unemployed
4882,Tara,Herrera,29-03-1973,48925256,Business,510,138389,Self-Employed
4883,Stephanie,Peterson,26-02-1975,48930648,Business,791,62485,Self-Employed
4886,Mark,Moore,23-09-1971,48946940,Individual,660,395301,Salaried
4893,Robert,Lee,02-03-1984,48991508,Individual,606,377481,Salaried
4902,Gary,Morris,08-01-1971,49726089,Individual,762,126559,Retired
4905,Rebecca,Drake,04-09-1964,49729133,Business,824,54516,Unemployed
4909,Tracy,Oneal,25-10-2003,49738181,Individual,732,338696,Salaried
4931,Austin,Garcia,28-10-1969,49754525,Business,598,122749,Unemployed
4934,Juan,Rodriguez,06-02-1993,49796475,Business,301,44406,Salaried
4942,Tracy,Johnston,16-03-1991,49812119,Individual,482,438172,Self-Employed
4943,Kathryn,Monroe,09-01-1964,49816893,Business,754,186699,Unemployed
4944,Laura,Santos,19-05-1976,49853891,Individual,693,293191,Salaried
4964,Victoria,Smith,02-10-1974,49935250,Business,752,54691,Unemployed
4969,Matthew,Stone,04-11-1989,49938244,Individual,541,455439,Salaried
4974,Erica,Lopez,07-04-2005,49962506,Business,734,43746,Unemployed
4975,Steven,Williams,21-10-1966,49971921,Individual,575,187044,Self-Employed
4976,Scott,Adams,26-08-1963,49978296,Individual,532,404167,Self-Employed
4993,Lawrence,Holland,21-02-1975,49980592,Business,639,291699,Salaried
4998,Karen,Hopkins,20-11-1958,49990742,Business,750,128429,Self-Employed
5004,Stephanie,Abbott,26-11-1996,50896516,Business,786,293040,Retired
5008,Kiara,King,22-12-1972,50899457,Business,560,121400,Retired
5014,Andrew,Aguirre,16-01-1973,50900605,Business,663,467170,Unemployed
5023,Mary,King,15-03-1987,50921707,Individual,848,437425,Self-Employed
5040,Dwayne,Wong,20-12-1966,50945382,Individual,696,211425,Unemployed
5050,Sandra,Collins,01-09-1957,50948608,Business,746,359985,Unemployed
5058,Denise,Burton,02-02-1976,50952683,Individual,487,432741,Retired
5062,Jonathan,Henry,18-01-1984,50955675,Business,565,33658,Retired
5076,Alicia,Shields,21-05-1978,50973161,Individual,529,383485,Unemployed
5079,Carol,Oliver,03-05-1987,50983721,Individual,303,70793,Retired
5089,Jessica,Fischer,29-11-1972,50998348,Business,506,181271,Self-Employed
5104,Leah,Cook,04-09-2000,51236861,Individual,649,338077,Unemployed
5110,Billy,Cowan,26-06-1972,51239244,Business,420,106630,Salaried
5113,Brianna,Roman,30-03-2005,51245534,Business,630,103691,Self-Employed
5115,Michelle,Griffin,11-11-1976,51255009,Individual,819,171083,Retired
5129,Nicole,Sanchez,08-04-2002,51257395,Business,805,45779,Self-Employed
5130,Patrick,Rice,06-03-2005,51269401,Business,395,49446,Self-Employed
5150,Elizabeth,Garza,04-05-1966,51285310,Business,768,37624,Retired
5158,Sheryl,Cooper,24-08-1957,51292413,Business,525,296907,Salaried
5174,Richard,Hill,29-08-1959,51333822,Individual,439,319486,Self-Employed
5197,Kenneth,Stevenson,18-04-1979,51345488,Business,310,358177,Retired
5204,Anita,Mcneil,19-03-1972,52687971,Business,753,57370,Unemployed
5227,Kevin,Baker,08-08-1975,52726287,Individual,662,189295,Unemployed
5234,Luis,James,16-02-1958,52726795,Individual,688,168024,Salaried
5235,Rebecca,Foster,18-07-1976,52726974,Business,711,319850,Salaried
5243,Dana,Smith,14-08-1972,52737194,Individual,424,237124,Retired
5248,Christine,Elliott,26-11-1981,52737668,Business,319,251788,Self-Employed
5252,Alice,Flowers,30-12-1985,52748604,Individual,542,409193,Retired
5254,Heather,Diaz,21-03-1986,52753307,Business,817,58544,Retired
5264,Brian,Riley,27-09-1954,52756551,Individual,808,83653,Retired
5269,Gregory,Cox,18-08-1966,52799635,Business,491,376624,Self-Employed
5305,Craig,Richmond,21-09-1999,53433833,Business,671,73361,Unemployed
5313,Rachael,Schaefer,13-04-1967,53442625,Individual,476,293218,Self-Employed
5316,Thomas,Bird,09-10-1954,53474974,Business,842,54750,Salaried
5321,James,Dawson,20-10-1976,53478750,Individual,410,62384,Salaried
5337,Wendy,Howard,08-06-1999,53481023,Business,335,197934,Retired
5339,Patrick,Smith,24-07-1963,53528399,Business,849,144862,Self-Employed
5354,Guy,Harper,17-04-1995,53529174,Individual,848,392235,Retired
5371,Stephanie,Garrett,23-06-1976,53583719,Business,586,454837,Salaried
5372,Gerald,Roman,23-03-1957,53588773,Business,697,306838,Self-Employed
5380,John,Padilla,15-11-1967,53627471,Business,641,237183,Retired
5385,Gerald,Jackson,25-10-1969,53633699,Business,674,312151,Retired
5386,Darren,Mann,22-01-1992,53634492,Business,695,463859,Unemployed
5399,Ronald,Johnson,06-04-1986,53669997,Business,496,263154,Salaried
5422,Michael,Ryan,07-08-1972,54291158,Business,607,170850,Self-Employed
5426,Nicole,Mcbride,24-12-1958,54317225,Individual,424,249728,Salaried
5436,Christopher,Nguyen,01-05-1979,54346554,Business,476,341462,Unemployed
5443,Alexandra,Stewart,17-12-1972,54371525,Individual,572,474622,Self-Employed
5458,Rebecca,Cook,12-06-1955,54375853,Individual,687,40436,Self-Employed
5477,Steven,Mayer,06-02-1984,54394844,Business,374,174142,Self-Employed
5478,Marie,Potter,04-10-1994,54402602,Business,581,436857,Self-Employed
5512,Nicholas,Smith,17-04-1975,55817390,Business,427,125062,Salaried
5518,Jamie,Stone,22-06-1955,55826915,Business,595,164472,Self-Employed
5530,Connor,Bullock,04-11-1995,55829321,Individual,498,207624,Self-Employed
5532,Kevin,Guerrero,11-03-1978,55860921,Business,492,324780,Self-Employed
5535,Kyle,Morrison,16-05-1985,55864749,Individual,633,470977,Retired
5541,Nathan,Perez,23-09-2006,55888749,Individual,432,313241,Unemployed
5552,Kelsey,Miller,29-06-1987,55932113,Individual,568,115182,Unemployed
5561,Katrina,Mckee,12-02-1995,55945576,Business,315,295783,Unemployed
5574,Tony,Bell,15-03-1956,55960627,Individual,333,126483,Retired
5602,Kevin,Ramirez,26-10-1966,56685693,Business,367,253029,Retired
5611,Michael,Freeman,31-08-1954,56716047,Business,392,368424,Retired
5614,Susan,Kelley,05-08-1994,56774328,Business,464,37448,Retired
5619,William,Guerrero,27-01-1970,56778834,Business,614,470623,Salaried
5621,Reginald,Hernandez,28-01-1982,56798897,Business,404,206710,Unemployed
5622,Corey,White,11-10-1994,56799147,Business,847,147160,Retired
5632,Scott,Wood,11-05-1955,56799163,Individual,477,313771,Retired
5647,Sonia,Stout,03-05-1991,56837430,Individual,482,429130,Unemployed
5651,Phillip,Johnson,19-03-1999,56856138,Business,728,72872,Self-Employed
5674,Laura,Farmer,08-08-1984,56856297,Business,557,358530,Self-Employed
5688,David,Mayer,15-04-1983,56880867,Individual,557,340910,Self-Employed
5689,Andrea,Rodriguez,22-06-1974,56885958,Individual,466,150217,Self-Employed
5693,Kevin,Glass,29-06-1961,56890422,Business,595,306104,Self-Employed
5703,Dustin,Miller,06-08-1977,57290715,Business,642,319406,Retired
5705,Jonathan,Rodriguez,02-12-1999,57299880,Individual,616,197047,Salaried
5710,Teresa,Pace,15-09-1956,57300592,Individual,803,329509,Unemployed
5714,Alejandro,Wallace,10-04-1986,57314672,Individual,651,52026,Self-Employed
5715,Linda,Williams,22-09-1996,57321364,Business,423,227558,Unemployed
5748,Brian,Mitchell,19-03-1999,57328710,Individual,792,445129,Self-Employed
5749,Christopher,Cunningham,22-11-1972,57334398,Business,795,488798,Retired
5776,Bryan,Johnson,13-01-1977,57379304,Business,683,212776,Salaried
5797,Holly,English,04-12-1989,57395265,Business,318,465503,Unemployed
5803,James,Lee,12-04-1967,58370857,Individual,415,291141,Unemployed
5810,David,Anderson,15-12-1958,58384498,Business,589,423335,Self-Employed
5813,Steven,Mccullough,24-05-1957,58384982,Business,668,116474,Salaried
5824,Melissa,Nolan,19-01-1963,58391653,Individual,815,162986,Unemployed
5835,David,Cortez,30-05-1979,58414556,Business,578,174106,Unemployed
5839,Deborah,Jones,20-06-2004,58493738,Individual,457,90953,Unemployed
5840,Elizabeth,Barrera,24-12-1984,58524020,Business,620,327893,Retired
5850,Angie,Sherman,15-07-1999,58533885,Individual,571,443076,Unemployed
5853,Thomas,Rubio,09-10-1997,58540351,Individual,507,210864,Unemployed
5861,Joshua,Brady,10-08-1959,58542593,Business,459,188535,Salaried
5868,Natalie,Martinez,08-07-1986,58588461,Business,505,465636,Unemployed
5876,Mark,Schmitt,13-02-1985,58593635,Business,373,149644,Self-Employed
5901,Scott,Jones,04-07-1979,59510965,Individual,310,259425,Retired
5905,Julie,Andersen,31-12-1994,59577347,Business,393,380231,Self-Employed
5914,Brittany,Pierce,02-10-1985,59623397,Business,382,73438,Retired
5931,Anna,Smith,03-03-1981,59633035,Individual,422,31721,Retired
5933,Donald,Burke,15-06-2001,59635288,Business,806,140735,Unemployed
5935,Nathan,Wilson,20-07-1965,59652384,Business,499,113572,Retired
5956,Philip,Morales,19-08-2002,59666464,Individual,481,482642,Unemployed
5958,Heather,Harris,24-02-1998,59686746,Business,775,148023,Self-Employed
5961,Nicholas,Huff,16-09-1978,59691975,Individual,807,333327,Retired
5975,Adam,Hayes,14-04-1955,59715122,Individual,737,255915,Self-Employed
5978,Shannon,Montgomery,16-02-1994,59729857,Business,348,280184,Retired
5981,Jacob,Rodriguez,26-06-1966,59733577,Individual,471,133247,Unemployed
5991,Sonya,Garcia,25-02-1992,59735453,Business,762,138594,Unemployed
6011,Krista,Alvarado,25-10-2002,60564531,Business,314,174545,Retired
6017,Samantha,Wilson,17-03-1964,60582687,Business,383,466567,Salaried
6019,Erica,Guzman,05-08-1964,60584537,Business,515,213938,Retired
6022,Amanda,Lopez,03-01-2003,60587113,Business,494,408725,Salaried
6023,Linda,Lee,24-02-1997,60587354,Individual,656,88767,Unemployed
6027,Matthew,Fuller,15-07-1975,60590529,Individual,568,124623,Self-Employed
6037,Elizabeth,Smith,09-04-1956,60597830,Business,300,131440,Self-Employed
6047,Sara,Perry,02-11-1957,60603699,Individual,785,315351,Unemployed
6052,Sean,Jones,21-03-1984,60607732,Individual,603,121628,Unemployed
6055,Kristen,Wood,21-07-1978,60633228,Individual,695,63803,Salaried
6057,Larry,Bishop,25-07-1996,60670300,Business,466,235778,Self-Employed
6068,Garrett,Edwards,16-10-1975,60695510,Individual,481,469630,Retired
6095,Jason,Li,13-01-1961,60711458,Business,640,316984,Unemployed
6102,Richard,Scott,31-03-1974,61206200,Business,596,276457,Unemployed
6115,Kelly,Griffin,22-12-1979,61233557,Business,709,133714,Retired
6129,Bruce,Frye,30-03-1964,61249115,Individual,671,252418,Self-Employed
6137,Mitchell,Hunt,17-06-1997,61298527,Individual,459,66576,Salaried
6139,Michael,Sanders,22-02-1955,61302208,Business,472,56059,Salaried
6152,Kimberly,Wang,21-04-2004,61306730,Individual,464,282644,Salaried
6162,Mary,Hayes,04-08-2004,61312479,Business,777,368898,Unemployed
6186,Devin,Mills,21-11-1957,61314322,Individual,688,416693,Retired
6187,Bonnie,Schneider,18-05-1974,61328440,Business,527,82366,Retired
6190,Angela,Madden,16-04-1986,61338299,Business,742,233561,Retired
6216,Luis,Taylor,15-11-1975,62103937,Business,493,497900,Retired
6231,Leah,Wang,08-04-1969,62112332,Business,766,85132,Salaried
6240,Paul,Johnson,06-07-1973,62124997,Business,386,477327,Unemployed
6250,Jacqueline,Sanchez,07-04-1959,62129520,Business,640,258404,Self-Employed
6282,Michael,Flores,09-04-1956,62144644,Business,503,34238,Unemployed
6283,Ryan,Hodges,22-12-1999,62173273,Business,501,460238,Unemployed
6308,Gloria,Shaffer,31-07-1965,63748955,Business,571,432720,Retired
6311,Jill,Armstrong,17-03-1998,63792086,Business,819,61329,Self-Employed
6313,Misty,Lucas,04-11-2005,63803762,Business,594,161711,Retired
6322,Louis,Kramer,01-05-1978,63806106,Individual,348,220412,Self-Employed
6323,James,Nguyen,01-03-1985,63809725,Individual,707,371666,Retired
6325,Christina,Barrett,20-06-2004,63813689,Business,553,30050,Salaried
6327,Aaron,Savage,21-11-1955,63857905,Individual,492,68305,Unemployed
6337,Travis,Austin,03-12-1978,63860585,Individual,558,117498,Self-Employed
6340,Ann,Mcdonald,03-02-1966,63871859,Business,602,473725,Salaried
6344,Kristin,Williams,03-04-1980,63881516,Business,418,394480,Retired
6346,Shirley,Lyons,06-12-1961,63883504,Individual,340,445912,Self-Employed
6355,Timothy,Lynch,30-12-1969,63884756,Business,575,205763,Retired
6358,Laura,Hamilton,27-03-2002,63886874,Individual,668,309992,Retired
6362,Brittany,Schneider,28-11-1954,63918832,Individual,506,245134,Unemployed
6375,Michelle,Rangel,03-10-1980,63963175,Individual,455,326922,Salaried
6384,Alexandra,Kirk,17-01-1992,63970447,Individual,777,477566,Salaried
6388,Christopher,Miller,08-12-1983,63973235,Individual,562,419812,Self-Employed
6399,Renee,Rodriguez,25-07-1978,63984939,Individual,736,335606,Retired
6404,Jimmy,Moreno,21-06-1963,64569904,Individual,789,75196,Retired
6422,Amanda,Hendrix,25-05-1989,64587161,Business,639,465404,Unemployed
6455,Richard,Edwards,17-02-1988,64591401,Individual,725,256408,Retired
6471,Nancy,Lopez,10-05-1970,64609682,Business,755,279518,Unemployed
6473,Denise,Morgan,04-02-1978,64634979,Business,613,123912,Self-Employed
6477,Thomas,Greene,01-07-1997,64644729,Business,683,225374,Unemployed
6481,Thomas,Stein,17-09-1998,64647821,Business,729,416371,Unemployed
6520,Andrew,Andrews,21-09-1967,65402520,Individual,408,291472,Unemployed
6521,Megan,Torres,14-04-1959,65402833,Business,331,253829,Unemployed
6552,Ryan,Fuller,17-05-1958,65404883,Individual,483,331835,Unemployed
6553,William,Barton,14-04-1957,65414868,Business,661,239665,Unemployed
6554,Mary,Werner,22-01-1996,65459928,Business,470,181158,Retired
6556,Ray,Rice,03-03-2006,65468002,Individual,713,96978,Retired
6567,Nathan,Singh,21-12-1978,65502448,Individual,810,231375,Unemployed
6568,Aaron,Copeland,13-01-2004,65510726,Individual,627,47530,Unemployed
6572,Tracy,Walters,28-01-2004,65515657,Business,533,111731,Self-Employed
6573,Andrea,Hernandez,05-12-1967,65555398,Business,781,269162,Salaried
6583,Nancy,Rubio,27-07-1971,65559093,Individual,762,414505,Salaried
6584,Carolyn,Sanchez,14-09-1965,65566748,Individual,804,105951,Unemployed
6594,Emily,Anderson,25-09-2003,65578734,Individual,563,112350,Unemployed
6566,Mary,Sanders,02-04-1954,65661439,Individual,619,314706,Unemployed
6601,Sandra,Diaz,31-05-1991,66266221,Business,619,192178,Retired
6602,Mitchell,Vance,02-02-2001,66267470,Individual,431,106691,Salaried
6603,Jessica,Ramirez,21-01-1960,66274290,Individual,354,345226,Unemployed
6609,Daniel,Hernandez,14-09-1971,66330969,Individual,478,104380,Self-Employed
6618,Jodi,Carson,14-02-1961,66341306,Individual,406,192824,Retired
6620,Michael,Graves,19-01-1967,66342092,Individual,530,241526,Self-Employed
6630,Nicholas,Harmon,29-07-1956,66343204,Business,315,337071,Salaried
6638,Shelby,Williams,19-11-1989,66344543,Individual,775,57969,Unemployed
6643,Michael,Cooper,24-04-1992,66354268,Individual,520,101285,Salaried
6654,Thomas,Norman,05-05-1975,66388658,Business,307,468623,Retired
6661,Christopher,Wilkerson,14-01-1989,66401411,Business,770,301346,Unemployed
6670,Kathleen,Koch,23-08-1988,66419307,Business,303,375328,Self-Employed
6683,Jonathan,Wilson,07-10-1995,66453468,Business,547,310444,Self-Employed
6688,Dana,Michael,10-12-2003,66455962,Business,352,85690,Salaried
6702,Ashley,Cole,06-03-2004,67740709,Individual,825,440406,Self-Employed
6704,Jacob,Brown,08-06-1987,67746387,Individual,626,148720,Salaried
6706,Scott,Watson,29-06-2001,67755039,Individual,573,431849,Unemployed
6742,Robin,Hill,30-10-1959,67773629,Business,598,173017,Unemployed
6759,Curtis,Hopkins,02-11-1967,67835480,Business,645,370103,Unemployed
6762,Tracy,Moore,16-03-1987,67835495,Business,602,457793,Retired
6773,Jason,Ramirez,03-09-1968,67879700,Business,785,95686,Unemployed
6777,Martha,Baker,16-12-1955,67904488,Individual,311,484411,Retired
6779,Sydney,Diaz,25-07-1975,67908115,Individual,788,205330,Salaried
6781,Jerome,Shaw,03-04-1980,67910178,Business,660,497745,Self-Employed
6782,Brian,Smith,15-09-1990,67912960,Business,787,238137,Salaried
6799,Kelsey,Zavala,24-09-1984,67931211,Business,778,309596,Unemployed
6817,Joel,Ramirez,24-04-1963,68662999,Business,842,182145,Unemployed
6820,Melissa,Mccullough,15-03-1975,68677738,Individual,590,246991,Salaried
6825,Christina,Chan,30-05-1991,68685777,Business,697,470014,Retired
6835,Kristina,Santana,11-06-1955,68725569,Individual,337,183534,Retired
6839,Julia,Hudson,27-10-1979,68726901,Individual,335,308431,Unemployed
6847,Dawn,Kim,15-12-1992,68767112,Business,784,127596,Unemployed
6851,Dwayne,Moore,02-06-1955,68770286,Individual,538,344902,Salaried
6867,Steven,Martinez,05-11-1993,68792790,Business,630,337276,Salaried
6868,Ryan,Francis,29-08-1986,68808057,Individual,548,364187,Unemployed
6875,Laura,Mora,25-05-1986,68824263,Business,630,140570,Unemployed
6879,Whitney,Rodriguez,30-03-2001,68830582,Business,335,66580,Self-Employed
6880,Jeffery,White,14-08-1996,68835737,Business,365,213847,Retired
6884,Travis,Rice,19-10-1954,68909058,Business,460,479499,Salaried
6919,Gary,Duncan,20-06-1974,69314812,Individual,786,48079,Unemployed
6920,Anthony,Harris,30-09-1967,69323945,Individual,542,297114,Unemployed
6928,Brenda,Thomas,22-06-1968,69357007,Individual,665,347286,Salaried
6931,Christina,White,06-06-1996,69364567,Individual,426,394021,Self-Employed
6941,Kim,Lozano,08-02-1987,69389198,Individual,607,209768,Self-Employed
6944,Brianna,Jackson,24-08-1997,69406943,Business,412,43411,Salaried
6966,Nicole,Kelly,05-07-1992,69417259,Business,365,392078,Unemployed
6985,Martin,Sanchez,23-10-1976,69417375,Business,695,461521,Self-Employed
6995,Dana,Banks,10-11-1955,69429182,Individual,572,438157,Self-Employed
6996,Michele,Perez,22-05-2002,69434108,Business,365,202738,Self-Employed
6999,Leslie,Hernandez,06-04-1962,69483614,Business,847,151986,Retired
7022,Kara,Arnold,23-01-1986,70240339,Individual,344,416415,Unemployed
7031,Laurie,Gates,13-05-1985,70269142,Individual,733,213896,Salaried
7045,Gregory,Simpson,12-11-1975,70270117,Business,402,107052,Retired
7063,Ashley,Brown,07-12-1966,70313693,Business,763,71578,Retired
7067,Patricia,White,10-10-1991,70331825,Business,653,226291,Self-Employed
7081,Jeffrey,Ward,01-10-1966,71128345,Individual,422,395956,Unemployed
7112,Michelle,Ortiz,11-04-1993,71188911,Business,709,374046,Self-Employed
7120,Daniel,Davis,20-04-2005,71216008,Individual,771,432236,Salaried
7131,Dylan,Richmond,24-11-2004,71228317,Individual,742,342579,Retired
7148,Robert,Manning,03-06-1965,71242137,Business,586,130021,Unemployed
7149,William,Scott,17-02-1968,71242777,Individual,523,252751,Self-Employed
7162,Erik,Spencer,11-03-1963,71275566,Business,464,410568,Unemployed
7181,Rebecca,Stuart,28-01-1960,71303454,Individual,617,201776,Retired
7190,Harold,Chase,13-10-1978,71326503,Individual,484,299824,Salaried
7199,John,Wagner,13-05-1988,71328876,Individual,776,339604,Unemployed
7223,Mark,West,27-08-1969,72256258,Business,809,440651,Salaried
7225,Carol,Newman,02-07-2001,72266558,Individual,769,106905,Unemployed
7243,Earl,Bryan,06-04-1971,72312890,Business,654,63989,Retired
7244,Michael,Thompson,16-07-1971,72331124,Business,382,104528,Retired
7247,Ashley,Gonzalez,29-12-1961,72351263,Business,828,326688,Retired
7249,John,Giles,23-12-1994,72360903,Individual,778,57204,Self-Employed
7269,Robert,Johnson,31-10-1976,72364034,Business,641,471056,Retired
7273,Terri,Cruz,14-02-1978,72368219,Individual,650,438489,Self-Employed
7274,Barry,Harrison,18-11-1962,72382863,Individual,695,90532,Retired
7281,Robert,Henderson,24-06-1954,72390619,Individual,495,30743,Salaried
7293,Evan,Williams,31-08-1961,72481316,Individual,386,98455,Self-Employed
7300,Terri,Hart,06-08-2003,73424351,Individual,832,229690,Unemployed
7311,Kevin,Fuller,15-11-1980,73433176,Individual,339,244384,Self-Employed
7328,Margaret,Contreras,30-10-1994,73433664,Business,518,153126,Salaried
7330,Anthony,Barnett,30-03-1958,73525919,Individual,789,205326,Salaried
7363,Mark,Hansen,02-07-1982,73536185,Business,505,229600,Retired
7367,Alexandria,Walker,07-04-1980,73545725,Business,448,71013,Self-Employed
7370,Michelle,Powell,27-12-1996,73555662,Individual,416,156395,Retired
7377,Matthew,Nelson,17-06-1969,73576443,Individual,453,78629,Retired
7412,James,Walter,01-11-2000,74483772,Individual,777,43373,Salaried
7420,Diana,Mclean,10-05-1985,74516360,Business,343,328671,Retired
7421,Lisa,Gordon,29-01-1964,74575071,Business,443,96073,Self-Employed
7452,Eric,Ray,27-09-1992,74575117,Individual,846,353472,Self-Employed
7458,Bruce,Thompson,13-03-1966,74579455,Business,717,91922,Unemployed
7470,Matthew,Strickland,28-10-1975,74636286,Business,406,397207,Unemployed
7484,Cameron,Wilson,26-06-1968,74641617,Individual,594,122014,Self-Employed
7493,Stephen,Ramos,03-03-2000,74653859,Individual,694,303047,Salaried
7494,Christopher,Fry,20-04-1998,74712451,Individual,410,164091,Self-Employed
7508,Todd,Henderson,12-03-1994,75822380,Business,307,277639,Self-Employed
7513,Laura,Hurley,03-05-2000,75838904,Individual,341,449341,Self-Employed
7531,Theresa,Spencer,26-07-1954,75840438,Business,633,451282,Self-Employed
7551,Gary,Torres,20-06-1988,75845066,Business,300,222994,Self-Employed
7556,Bryce,Farmer,25-06-1992,75860061,Business,674,388231,Salaried
7563,Joseph,Schmidt,15-04-2005,75895533,Individual,520,448225,Retired
7565,Frank,Daniel,19-07-1968,75923591,Business,535,333819,Unemployed
7594,Eric,Williams,03-09-2004,75953544,Business,799,424854,Unemployed
7611,Adam,Allen,19-10-1975,76569035,Individual,368,122699,Self-Employed
7617,John,Ferguson,10-02-2001,76573189,Business,481,330105,Retired
7639,Richard,Nelson,21-12-1990,76589496,Business,487,153231,Retired
7643,William,Phelps,24-02-1997,76597407,Business,817,102491,Unemployed
7651,Sandra,Warren,06-05-1963,76600213,Individual,634,398270,Salaried
7656,Ashley,Banks,21-10-1997,76617592,Business,673,234304,Unemployed
7672,Thomas,Cervantes,24-11-2000,76623262,Business,743,60721,Retired
7694,Jeremy,Walsh,25-10-2002,76627264,Business,823,110878,Unemployed
7696,Sandra,Vance,06-05-1969,76627421,Business,846,413399,Retired
7701,Maria,Brooks,22-08-1979,77607486,Business,591,160818,Unemployed
7709,Julie,Guerra,15-05-2004,77629198,Business,419,141800,Self-Employed
7731,Johnny,Medina,16-11-1996,77638983,Individual,670,51493,Salaried
7732,Kelly,Floyd,23-04-1977,77654908,Business,486,483303,Unemployed
7735,Shelia,Montoya,06-04-1963,77668509,Individual,528,495638,Self-Employed
7742,Brenda,Abbott,23-06-1959,77685146,Individual,622,367406,Unemployed
7743,Melvin,Miller,20-05-1983,77704078,Individual,476,51722,Retired
7749,Kelly,Bowman,25-08-1988,77725267,Business,809,489208,Self-Employed
7750,Jennifer,Cervantes,31-01-1961,77805296,Individual,765,132696,Retired
7753,Joseph,Edwards,14-05-1991,77811681,Individual,680,423406,Retired
7754,Larry,Koch,11-07-2005,77845175,Individual,530,378245,Salaried
7768,Kelly,Liu,02-09-1984,77855697,Business,770,437298,Unemployed
7771,Shelby,Griffith,19-12-1980,77868041,Business,714,62139,Salaried
7778,Todd,Townsend,11-02-1962,77868292,Individual,550,307153,Retired
7783,Sarah,Jacobs,11-12-1976,77869273,Individual,398,407619,Self-Employed
7798,Deborah,Meyer,24-05-1999,77869393,Business,779,398886,Unemployed
7805,James,Peterson,07-05-1955,78485923,Business,581,240314,Retired
7810,Keith,Crawford,18-07-1955,78509660,Business,682,418797,Retired
7812,Jeffrey,Tucker,21-02-2000,78524204,Business,405,207297,Unemployed
7822,Joseph,Robbins,10-08-1982,78536500,Business,315,320329,Self-Employed
7828,Krista,Taylor,21-11-1966,78585556,Business,644,195187,Unemployed
7829,Daniel,Kelley,22-09-1968,78595982,Individual,779,451680,Self-Employed
7855,Dillon,Villarreal,15-03-1977,78608323,Business,660,456042,Retired
7881,Christina,Mccann,10-12-1986,78633818,Business,528,374294,Retired
7885,Erik,Wilson,27-09-1980,78645744,Individual,794,476873,Self-Employed
7886,Raymond,Cantu,06-05-1973,78665394,Business,444,422348,Unemployed
7894,Dana,Stein,07-05-1959,78706154,Business,304,129555,Unemployed
7908,Karen,French,12-09-1964,79358894,Business,586,204077,Salaried
7915,Michael,Mcdowell,14-12-1969,79366029,Individual,675,483237,Self-Employed
7921,Erika,Ruiz,01-07-1984,79392239,Business,724,460088,Unemployed
7945,Lance,Harrison,30-10-1962,79393678,Business,523,455461,Retired
7948,James,Holden,07-10-1963,79447570,Business,567,397913,Unemployed
7952,Nicholas,Joyce,28-12-1957,79461592,Business,829,165957,Unemployed
7960,Andrew,Jones,24-05-1967,79468597,Individual,507,198255,Retired
7979,Samuel,Heath,28-06-1994,79537865,Business,842,332861,Salaried
