DepositID,AccountNumber,DepositAmount,DepositType,BranchID,DepositTerm,InterestRate,MaturityDate
1385,40270833,577425,Current Account,6,12,6.01,2021-11-05
1386,90297666,689254,Recurring Deposit,10,12,6.01,2021-08-12
1387,30273667,355174,Fixed Deposit,10,12,5.21,2021-03-22
1388,57314672,863570,Fixed Deposit,5,24,5.75,2024-01-28
1389,23900796,406786,Current Account,3,6,4.87,
1390,88887402,944122,Fixed Deposit,6,24,7.25,2021-10-22
1391,93137998,725599,Current Account,10,36,3.04,2021-02-18
1392,92845962,943713,Savings Account,3,24,4.02,
1393,43798594,142399,Current Account,9,6,4.39,
1394,57641877,82977,Savings Account,1,,2.82,2021-10-15
1395,33917974,376890,Savings Account,7,6,6.79,
1396,90286041,388897,Savings Account,4,,4.54,2024-10-23
1397,52726795,952310,Fixed Deposit,8,24,2.73,2023-06-11
1398,24682341,235635,Savings Account,8,12,3.7,2022-06-17
1399,76302450,136695,Savings Account,4,6,5.7,
1400,23693384,489024,Savings Account,2,36,3.07,
1401,33174501,765745,Savings Account,1,6,5.88,
1402,33555599,44270,Fixed Deposit,1,36,6.46,
1403,29073006,134938,Recurring Deposit,3,12,6.58,2022-03-15
1404,76065990,987338,Savings Account,2,36,5.35,
1405,62051034,232929,Fixed Deposit,8,12,3.14,
1406,44162057,84939,Fixed Deposit,3,12,4.93,
1407,43524010,851681,Recurring Deposit,2,24,6.18,
1408,39569780,143785,Savings Account,4,,2.93,
1409,84833941,119991,Recurring Deposit,6,24,5.74,2020-05-04
1410,70989006,136599,Recurring Deposit,10,24,6.64,
1411,34399159,420217,Savings Account,1,36,3.62,2021-08-01
1412,31951279,852084,Recurring Deposit,3,,3.36,
1413,12880851,513328,Recurring Deposit,4,,7.35,
1414,58414556,659115,Current Account,6,6,4.69,
1415,48824005,488959,Fixed Deposit,10,6,3.53,
1416,30086155,208095,Fixed Deposit,6,6,4.43,
1417,29373250,797371,Savings Account,6,,4.21,2024-10-07
1418,25164841,537865,Recurring Deposit,6,24,4.23,
1419,60422980,609611,Recurring Deposit,2,36,4.22,
1420,33642126,361017,Current Account,10,24,6.89,2021-02-18
1421,60584537,603071,Recurring Deposit,9,,7.37,2022-09-27
1422,53017146,839773,Savings Account,6,24,5.48,2022-01-15
1423,44986948,70123,Savings Account,9,6,3.8,
1424,89336448,902001,Current Account,1,24,6,2021-05-24
1425,96711226,732111,Savings Account,5,36,4.27,
1426,61338299,950365,Savings Account,4,36,3.55,2023-05-11
1427,35817805,118983,Fixed Deposit,2,36,4.76,
1428,36212551,978363,Recurring Deposit,9,24,5.79,
1429,10202363,737290,Current Account,1,,5.5,
1430,82420995,443025,Savings Account,9,12,4.57,2023-11-30
1431,36239836,899771,Recurring Deposit,2,6,3.61,
1432,37159852,420474,Fixed Deposit,3,36,4.48,2023-03-14
1433,48909287,129734,Fixed Deposit,3,6,5.64,
1434,49517409,14552,Recurring Deposit,9,6,2.52,
1435,50539380,918369,Fixed Deposit,6,36,3.32,
1436,69434108,83575,Current Account,5,12,3.5,
1437,12485938,88620,Current Account,10,,6.59,
1438,50900605,729522,Recurring Deposit,8,12,6.87,2021-08-03
1439,77404592,7050,Fixed Deposit,5,6,3.95,2022-03-13
1440,79600607,300695,Current Account,3,,7.08,
1441,76987497,39267,Savings Account,4,24,6.32,2021-05-28
1442,78259723,371012,Fixed Deposit,3,6,3.38,
1443,90425989,699628,Recurring Deposit,6,,2.5,
1444,87861127,464666,Recurring Deposit,8,36,6.76,
1445,54371525,313470,Recurring Deposit,5,12,4.52,2023-09-26
1446,11576195,483298,Fixed Deposit,7,12,2.68,
1447,46367920,543418,Savings Account,7,6,6.99,2024-01-10
1448,72360903,78594,Recurring Deposit,10,,6.92,
1449,12793011,532800,Current Account,6,,3.72,
1450,32308343,443354,Current Account,9,24,3,
1451,11385716,293297,Savings Account,1,,6.7,
1452,60223068,636796,Current Account,5,,5.45,2022-01-05
1453,92389507,269666,Fixed Deposit,4,24,3.54,2021-05-10
1454,60670300,98543,Current Account,1,12,2.88,
1455,78113730,208815,Recurring Deposit,7,,5,2021-11-26
1456,56890422,262918,Recurring Deposit,7,24,4.39,2024-07-19
1457,19579312,475751,Savings Account,2,24,7.1,2022-11-16
1458,92151642,154818,Fixed Deposit,6,,5.02,2021-03-13
1459,52039919,474818,Fixed Deposit,6,,2.59,
1460,35429761,603692,Recurring Deposit,7,24,2.71,
1461,70155720,696774,Current Account,3,,6,2020-05-25
1462,76684091,22686,Current Account,1,36,3.6,
1463,44544778,142741,Current Account,7,12,2.81,2021-02-28
1464,93740325,404193,Current Account,7,,3.93,2022-01-10
1465,34381903,556396,Savings Account,1,6,6.47,
1466,63319462,406147,Current Account,9,6,2.72,2021-07-20
1467,67329583,268401,Current Account,4,,6.66,2020-03-08
1468,95182735,774118,Recurring Deposit,1,,3.1,2020-10-18
1469,98306222,730913,Fixed Deposit,5,24,3.12,
1470,38078761,54493,Recurring Deposit,3,12,6.29,2022-02-19
1471,31469242,17885,Current Account,9,24,3.69,
1472,90226319,445212,Savings Account,5,36,2.91,
1473,52484260,678990,Savings Account,5,12,5.63,
1474,65581553,592118,Recurring Deposit,10,,2.99,2020-01-01
1475,41295743,819642,Recurring Deposit,3,6,5.36,2020-07-21
1476,45971352,652928,Recurring Deposit,4,36,6.06,
1477,34828471,338322,Fixed Deposit,10,36,4.54,2023-08-08
1478,70713460,652773,Current Account,5,36,5.2,2021-08-09
1479,76841520,439121,Fixed Deposit,3,12,4.5,
1480,73641389,769799,Current Account,6,,6.08,
1481,52802943,414898,Savings Account,2,12,3.14,2021-12-09
1482,32883633,637002,Savings Account,3,6,6.29,2021-06-28
1483,31477248,282496,Current Account,1,12,5.52,
1484,58142922,224427,Fixed Deposit,8,12,6.05,
1485,86133493,717848,Recurring Deposit,8,24,5.52,2024-05-22
1486,30617314,48718,Fixed Deposit,10,,6.48,
1487,12353758,234594,Recurring Deposit,8,36,7.17,2022-05-16
1488,66151444,286666,Savings Account,3,36,3.52,
1489,20811695,331631,Savings Account,10,12,5.09,2022-06-30
1490,63602194,199262,Savings Account,9,12,7.36,2021-03-05
1491,56880867,635977,Recurring Deposit,5,12,3.65,2021-10-21
1492,82844920,812573,Savings Account,6,12,4.9,2022-07-11
1493,21236031,676208,Current Account,6,,6.71,
1494,29026689,194468,Fixed Deposit,1,6,6.85,2024-03-16
1495,91146225,485040,Current Account,7,24,3.56,2020-08-07
1496,27961181,25434,Recurring Deposit,5,6,2.9,
1497,13728160,906487,Savings Account,10,12,3.04,
1498,97794477,63846,Current Account,6,24,5.61,2024-06-19
1499,59510965,104717,Fixed Deposit,2,24,5.62,
1500,86867112,174516,Recurring Deposit,7,,2.82,2021-04-09
1501,31161829,407574,Current Account,5,6,4.33,
1502,30254713,731896,Recurring Deposit,8,12,5.07,
1503,89527918,922538,Recurring Deposit,9,,2.71,2020-01-29
1504,48364464,406074,Recurring Deposit,4,36,4.95,
1505,25706912,33932,Current Account,5,,6.8,
1506,19574538,385984,Savings Account,9,24,2.68,2024-02-10
1507,53295997,963188,Savings Account,1,6,5.26,
1508,65098084,626146,Savings Account,10,,6.68,2022-10-26
1509,39308629,367331,Recurring Deposit,10,12,4.93,
1510,15642716,896785,Current Account,10,6,4.63,
1511,30352073,681844,Savings Account,8,,7.26,
1512,89378026,567280,Recurring Deposit,4,24,4.52,
1513,52647161,809570,Savings Account,2,36,3.98,2022-09-24
1514,52386580,665511,Savings Account,10,24,3.05,
1515,99233384,247191,Current Account,6,6,2.72,
1516,88056420,221760,Recurring Deposit,5,36,5.31,
1517,63985483,781133,Recurring Deposit,1,12,2.77,2020-09-18
1518,41217887,14141,Savings Account,1,12,3.75,
1519,68504386,317837,Current Account,2,6,4.95,
1520,42797947,460837,Recurring Deposit,9,6,5.31,
1521,72179362,270898,Recurring Deposit,5,,6.51,
1522,99707782,878090,Fixed Deposit,6,36,7.1,
1523,30692256,379386,Current Account,8,24,7.2,
1524,96671447,628227,Savings Account,1,6,4.19,
1525,64842108,982957,Current Account,8,6,4.51,2022-10-16
1526,33133830,409971,Current Account,3,12,2.52,
1527,93540199,714720,Fixed Deposit,9,24,2.58,2022-04-14
1528,49816893,378859,Fixed Deposit,1,36,3.17,
1529,99131349,744172,Recurring Deposit,5,6,6.45,
1530,34143808,875887,Savings Account,3,12,4.57,2022-11-28
1531,15737190,4765,Recurring Deposit,10,,7.29,2021-01-29
1532,67910178,13569,Current Account,5,36,6.74,
1533,60597830,488492,Savings Account,4,36,6.13,
1534,20200250,829397,Savings Account,6,,4.94,
1535,54993070,141830,Recurring Deposit,6,24,7.48,2023-04-23
1536,99019281,306050,Fixed Deposit,3,24,4.48,2020-06-27
1537,44790435,852475,Savings Account,10,12,3.88,
1538,93685072,55614,Fixed Deposit,3,24,6.67,2023-10-07
1539,79037849,179004,Recurring Deposit,9,,4.98,
1540,13632984,692571,Fixed Deposit,8,24,6.81,2022-10-02
1541,96745874,195167,Fixed Deposit,6,36,2.82,2023-09-17
1542,99767928,85069,Recurring Deposit,10,36,6.8,
1543,83984145,224376,Savings Account,2,36,7.26,
1544,55586036,581503,Savings Account,1,12,3.3,2020-08-03
1545,23032010,293296,Savings Account,1,12,3.01,2021-09-18
1546,36109610,793587,Fixed Deposit,4,36,6.55,2024-09-08
1547,37482786,3705,Recurring Deposit,9,6,2.71,
1548,24357156,350808,Recurring Deposit,4,12,2.69,
1549,39935290,489358,Current Account,3,12,5.65,
1550,97872518,373620,Current Account,10,12,5.69,2021-11-18
1551,82250714,469011,Recurring Deposit,5,24,5.6,
1552,15428771,552257,Fixed Deposit,5,36,3.45,
1553,15853153,979191,Savings Account,3,,3.28,
1554,46589276,829868,Current Account,5,6,4.38,2021-01-21
1555,87027101,617447,Fixed Deposit,9,24,3.77,
1556,81730341,609500,Fixed Deposit,5,6,3.28,
1557,40125106,839387,Recurring Deposit,1,36,2.96,
1558,31076736,533329,Savings Account,7,,7.4,2020-04-01
1559,18621118,853782,Fixed Deposit,6,,4.77,
1560,96216933,94958,Current Account,5,36,3.53,2020-01-12
1561,21235092,809478,Fixed Deposit,5,24,3.58,
1562,33727039,585419,Fixed Deposit,5,12,6.59,
1563,30379621,935607,Savings Account,9,6,4.29,2023-05-07
1564,22664947,148644,Fixed Deposit,1,12,6.77,2022-06-02
1565,33205676,679470,Recurring Deposit,7,36,2.65,2022-02-02
1566,20236711,287635,Current Account,7,,3.27,2021-10-25
1567,59944187,254852,Savings Account,5,6,3.22,
1568,49738181,442949,Fixed Deposit,9,24,6.6,2021-04-25
1569,78633818,79320,Fixed Deposit,5,,4.55,2021-07-26
1570,98952299,583489,Savings Account,2,24,4.48,2023-09-05
1571,25119992,873087,Current Account,4,36,4.86,
1572,59994691,221026,Savings Account,4,12,6.26,
1573,82252947,594727,Current Account,1,36,2.98,
1574,30623050,589812,Savings Account,1,12,2.9,
1575,68443796,480468,Current Account,1,,3.78,2021-04-12
1576,82939264,180144,Recurring Deposit,5,12,6.32,2021-02-02
1577,65989780,56792,Recurring Deposit,10,,6.57,
1578,81911907,972780,Current Account,7,6,2.96,
1579,77042229,804324,Recurring Deposit,2,24,4.86,2024-03-10
1580,63883504,453160,Savings Account,4,6,2.9,2023-10-28
1581,49990742,536978,Savings Account,5,,5.94,2023-12-23
1582,11132274,630341,Current Account,4,12,5.25,2023-12-21
1583,23956119,678347,Recurring Deposit,4,36,3.98,
1584,88228686,13388,Fixed Deposit,7,36,5.42,
1585,24728419,433788,Savings Account,1,6,7.48,2021-11-09
1586,81247910,59733,Savings Account,10,12,5.72,2021-09-25
1587,53851162,231145,Fixed Deposit,3,36,6.89,2020-08-22
1588,45184355,658222,Current Account,3,12,3.43,2023-07-10
1589,84661566,315963,Savings Account,5,36,7.05,
1590,82106291,748187,Savings Account,5,24,6.21,2024-04-21
1591,17850078,304389,Recurring Deposit,7,12,2.8,
1592,62272894,689535,Recurring Deposit,4,6,7.23,2020-04-14
1593,51514064,333135,Recurring Deposit,10,,4.16,
1594,51016226,457074,Current Account,8,6,6.83,2023-05-22
1595,27926819,456580,Current Account,4,36,4.65,2023-06-02
1596,10128848,630980,Current Account,3,36,6.45,
1597,15715022,360908,Fixed Deposit,8,6,4.49,2022-07-17
1598,62112332,491104,Recurring Deposit,2,,5.23,2024-01-25
1599,33845304,127822,Savings Account,10,6,4.89,
1600,86506421,860821,Savings Account,3,,4.83,
1601,77441203,989591,Recurring Deposit,5,24,7.32,
1602,76817345,704779,Fixed Deposit,1,6,2.7,2020-03-28
1603,69357007,115438,Fixed Deposit,10,36,3.21,2023-10-08
1604,95668618,617004,Current Account,2,,2.76,
1605,80386112,429770,Fixed Deposit,1,,6.07,2020-01-11
1606,74483772,123785,Fixed Deposit,8,36,3.9,
1607,42823207,98380,Current Account,9,36,4.52,2021-10-06
1608,52101199,791796,Fixed Deposit,5,,6.19,
1609,79898039,165605,Savings Account,10,24,4.15,
1610,53928419,189439,Current Account,3,12,3.61,2024-10-01
1611,62038466,893855,Current Account,10,24,2.93,
1612,95604856,258555,Current Account,1,6,6.25,
1613,63918832,899107,Fixed Deposit,2,6,5.16,2023-01-28
1614,47818391,775218,Fixed Deposit,10,6,5.77,
1615,63592573,717259,Fixed Deposit,10,36,2.58,
1616,51713824,113587,Recurring Deposit,6,12,6.83,
1617,25938617,866660,Current Account,2,24,7.45,2020-06-11
1618,89966028,617054,Fixed Deposit,6,24,6.63,2022-01-09
1619,68430937,47222,Fixed Deposit,2,12,5.22,2023-03-21
1620,27354510,615414,Current Account,1,36,2.63,2020-04-17
1621,39220746,602670,Savings Account,8,6,6.74,2022-11-06
1622,49754525,114165,Savings Account,7,24,3.15,
1623,98382911,438116,Savings Account,7,36,7.01,
1624,34198463,315451,Current Account,10,,4.38,
1625,25004610,895632,Recurring Deposit,4,,2.79,2022-08-31
1626,91941937,161384,Fixed Deposit,8,36,7.12,2021-06-10
1627,28912533,751397,Savings Account,5,12,6.03,2024-04-13
1628,68534862,672574,Current Account,2,,3.03,2022-08-03
1629,29438830,554791,Recurring Deposit,5,12,4.1,2021-02-24
1630,34031104,113483,Savings Account,6,,5.46,
1631,20080250,315120,Current Account,7,,6.38,
1632,35945352,548386,Fixed Deposit,1,36,3.67,
1633,34564761,291069,Savings Account,7,6,3.97,
1634,12296163,927429,Current Account,1,6,6.97,2022-06-12
1635,51022074,800433,Savings Account,5,,5.81,2020-09-20
1636,18585082,542440,Savings Account,2,12,6.1,2020-04-26
1637,16103166,496183,Savings Account,2,36,5.78,
1638,48161067,205905,Recurring Deposit,2,,4.55,2024-01-09
1639,31890260,812233,Savings Account,4,24,3.1,
1640,92105579,497462,Recurring Deposit,4,,3.04,
1641,43948447,439509,Fixed Deposit,1,6,2.97,2022-07-13
1642,81390079,462008,Current Account,2,36,2.9,
1643,39119631,548575,Current Account,2,12,3.44,
1644,25135451,518621,Recurring Deposit,5,12,3.77,2020-06-15
1645,47769473,653082,Recurring Deposit,9,36,4.27,2021-02-14
1646,75175799,46209,Fixed Deposit,3,36,6.53,
1647,78595982,564636,Savings Account,7,36,5.19,
1648,86282908,725184,Current Account,3,24,3.47,2024-03-21
1649,25021199,143535,Savings Account,6,6,7.37,2022-04-19
1650,22085984,942909,Recurring Deposit,8,6,6.08,2020-02-27
1651,73224527,576613,Fixed Deposit,5,,3.57,
1652,92543545,215128,Recurring Deposit,6,12,7.06,
1653,69930028,680922,Savings Account,7,,6.45,
1654,30592253,994028,Savings Account,7,12,3.76,2023-09-11
1655,64526122,783634,Fixed Deposit,4,6,4.7,2024-01-10
1656,88937138,710871,Current Account,7,12,3.45,
1657,91793674,280609,Savings Account,1,36,5.7,
1658,89733579,499342,Current Account,7,36,3.08,2023-02-13
1659,92270938,447803,Recurring Deposit,9,6,5.22,
1660,47270260,815394,Fixed Deposit,4,12,7.18,
1661,87224493,664593,Savings Account,3,24,6.21,
1662,80712066,657179,Recurring Deposit,8,24,4.22,
1663,22956718,895826,Current Account,3,,6.39,
1664,97468040,315310,Current Account,1,6,3.64,
1665,31593437,595542,Current Account,8,,4.46,
1666,78945937,4597,Savings Account,7,24,4.7,2024-04-22
1667,36731136,120557,Fixed Deposit,1,,7.48,
1668,24883895,137045,Fixed Deposit,1,24,6.83,
1669,83759721,139736,Fixed Deposit,3,24,2.89,
1670,12671254,671191,Current Account,6,36,6.66,2021-06-02
1671,17652163,427685,Recurring Deposit,9,12,3.41,2023-08-22
1672,39439338,912379,Fixed Deposit,9,12,3.13,
1673,67980848,738587,Fixed Deposit,8,,2.68,2023-11-09
1674,66673212,913019,Recurring Deposit,7,36,2.97,2023-07-29
1675,65005289,567667,Current Account,1,6,4.34,
1676,12810085,200223,Current Account,8,36,3.43,2021-03-03
1677,32560859,761127,Savings Account,2,36,5.5,
1678,10286011,697665,Savings Account,1,6,5.6,
1679,18373570,671756,Current Account,2,6,5.24,
1680,10722446,799732,Fixed Deposit,7,24,6.51,
1681,56685693,407379,Fixed Deposit,1,36,5.62,
1682,36401764,232894,Recurring Deposit,3,6,3.81,
1683,31648467,273115,Current Account,1,36,4.53,2023-02-27
1684,82375751,75352,Current Account,10,,5.29,
1685,55185815,994127,Current Account,5,36,7.1,
1686,35956606,757728,Current Account,6,24,6.91,2020-01-08
1687,83010662,565013,Fixed Deposit,9,6,6.24,2023-08-28
1688,63154202,497486,Current Account,8,,7.33,2021-05-11
1689,35307028,361562,Savings Account,9,6,3.51,
1690,22933377,381405,Recurring Deposit,3,6,2.95,2020-02-12
1691,10516583,637943,Fixed Deposit,5,24,2.77,2020-05-04
1692,53186631,414363,Savings Account,9,,3.2,2022-01-31
1693,94799875,762609,Fixed Deposit,1,24,5.6,
1694,16229481,895632,Fixed Deposit,7,6,6.44,2023-06-11
1695,53840537,743354,Current Account,10,,6.67,
1696,34086771,164560,Savings Account,8,36,3.09,
1697,46259294,451918,Recurring Deposit,4,36,2.86,
1698,42785604,1051,Recurring Deposit,2,24,4.8,2021-08-16
1699,81062939,37730,Recurring Deposit,3,,7.23,2024-04-28
1700,41533557,844769,Recurring Deposit,8,,3.4,
1701,83797377,843861,Recurring Deposit,10,,6.75,
1702,10256489,339656,Recurring Deposit,9,24,5.2,
1703,57684613,388682,Current Account,6,24,4.2,2023-01-13
1704,84242633,576383,Recurring Deposit,10,6,7.43,
1705,31721638,218123,Recurring Deposit,1,6,4.75,
1706,66093594,229435,Current Account,6,36,5.69,
1707,92670664,650110,Recurring Deposit,9,,5.67,
1708,32939969,847929,Current Account,5,6,4.75,2023-06-07
1709,98581654,867676,Recurring Deposit,2,24,5.88,
1710,85773321,641195,Current Account,6,12,4.22,2022-03-26
1711,92069403,72890,Current Account,7,24,6.29,2023-07-02
1712,18381597,219402,Recurring Deposit,5,24,3.83,
1713,18004919,853842,Current Account,5,36,3.23,
1714,70545867,724732,Recurring Deposit,5,,3.49,2020-08-08
1715,63433094,954418,Fixed Deposit,4,12,5.98,2022-05-28
1716,81669833,84644,Recurring Deposit,2,12,4.72,2023-10-23
1717,68008304,295384,Fixed Deposit,6,6,2.75,2022-04-10
1718,32013599,383419,Fixed Deposit,5,,4.22,2022-09-05
1719,71389663,271794,Recurring Deposit,7,6,3.23,
1720,68538757,715380,Fixed Deposit,5,6,5.37,2024-02-18
1721,42757933,10271,Current Account,6,24,4.46,2021-10-10
1722,40486002,88020,Fixed Deposit,10,36,3,
1723,33798199,196508,Recurring Deposit,1,6,7.07,
1724,84599555,714373,Fixed Deposit,4,,3.42,2020-11-20
1725,37757450,622839,Savings Account,2,12,4.6,
1726,77323835,584558,Current Account,5,12,4.81,2024-06-12
1727,91794133,525971,Fixed Deposit,5,24,7.18,2021-11-07
1728,61722751,174293,Current Account,7,,4.8,2024-02-13
1729,37359832,206496,Fixed Deposit,2,36,4.5,
1730,38788381,495003,Recurring Deposit,6,,7.23,2024-08-09
1731,74914697,386227,Savings Account,6,24,5.8,2022-05-13
1732,64694937,752194,Fixed Deposit,4,24,7.32,2020-08-28
1733,21180576,500038,Fixed Deposit,5,12,5.79,2022-03-11
1734,77868292,503330,Savings Account,2,24,4.11,2024-04-21
1735,55127018,888371,Savings Account,5,12,2.53,
1736,95228222,865712,Recurring Deposit,5,,3.85,
1737,25306822,491197,Recurring Deposit,6,12,4.16,2023-08-20
1738,94705607,428496,Savings Account,10,6,5.99,2020-04-16
1739,82790437,165546,Current Account,10,,4.76,2022-09-05
1740,64021354,737876,Current Account,10,36,2.78,2022-09-01
1741,33760984,707551,Current Account,1,,5.79,
1742,63371598,718253,Fixed Deposit,8,,5.03,
1743,71052396,566529,Recurring Deposit,3,36,2.78,2020-02-14
1744,24059958,233081,Recurring Deposit,6,,6.63,
1745,43263469,44713,Recurring Deposit,10,36,4.34,
1746,68257666,138563,Fixed Deposit,7,,4.92,2022-05-26
1747,84108315,729518,Savings Account,5,12,3.78,
1748,50896516,115837,Recurring Deposit,6,12,6.32,
1749,24584120,757623,Recurring Deposit,8,24,6.38,2021-10-06
1750,10110122,425330,Savings Account,10,12,6.02,
1751,19983865,979927,Fixed Deposit,6,,6.63,
1752,35484177,715412,Recurring Deposit,1,12,2.66,2021-03-20
1753,30810799,606702,Fixed Deposit,9,36,2.84,
1754,99096950,137186,Savings Account,9,6,2.78,2023-07-19
1755,77892895,337179,Recurring Deposit,3,36,3.38,
1756,31052222,554196,Recurring Deposit,7,6,6.7,2023-09-18
1757,36994551,975755,Recurring Deposit,9,,6.95,2022-07-10
1758,40280704,750178,Current Account,3,36,4.71,
1759,91708236,395833,Fixed Deposit,9,24,6.06,
1760,30448683,617592,Savings Account,6,12,2.62,
1761,23307600,546430,Current Account,3,6,3.15,2021-11-03
1762,82553306,29189,Fixed Deposit,1,6,3.82,
1763,78196270,826223,Savings Account,4,24,4.03,
1764,40038699,116067,Savings Account,10,12,7.45,
1765,56885958,690110,Fixed Deposit,8,6,6.72,
1766,35076564,931856,Savings Account,1,12,2.73,
1767,71885996,493692,Recurring Deposit,3,6,3.21,2021-01-31
1768,90542263,272530,Fixed Deposit,6,6,6.52,2021-02-13
1769,18496074,405845,Fixed Deposit,3,6,2.81,
1770,80914604,198177,Current Account,5,36,4.17,
1771,74004504,522011,Savings Account,4,6,5.4,
1772,53669997,682983,Savings Account,10,36,7.06,2021-11-22
1773,12655477,348169,Current Account,10,6,2.83,2022-03-10
1774,64500533,377765,Recurring Deposit,8,12,2.6,
1775,74730322,755981,Fixed Deposit,9,6,3.86,2023-03-29
1776,76170458,265311,Recurring Deposit,5,24,4.17,
1777,61760093,972035,Savings Account,1,24,6.32,
1778,22746915,608488,Savings Account,1,,5.19,
1779,97327774,897589,Fixed Deposit,2,12,3.76,2020-11-11
1780,15831593,871152,Recurring Deposit,5,24,4.32,
1781,66705907,543103,Recurring Deposit,7,36,4.31,
1782,94443038,282116,Savings Account,4,6,3.72,2021-02-10
1783,59691975,316963,Fixed Deposit,10,24,7.15,
1784,88114875,160869,Current Account,7,,7.21,2020-11-09
1785,32420823,588746,Savings Account,1,6,7.28,
1786,10842074,757735,Savings Account,6,12,4.34,
1787,95201958,603151,Recurring Deposit,9,6,5.71,
1788,82239506,902886,Current Account,8,24,4.52,2021-05-02
1789,80148449,324028,Savings Account,10,24,2.63,
1790,23482325,80133,Current Account,5,36,5.89,2024-08-29
1791,97803786,269818,Fixed Deposit,8,,4.97,2024-07-16
1792,45755742,341244,Recurring Deposit,5,36,5.41,2020-08-19
1793,43200403,487884,Current Account,1,24,4.86,2020-11-20
1794,20074430,954648,Current Account,1,24,2.51,2022-10-20
1795,93372014,25874,Savings Account,8,36,5.88,
1796,27104124,705167,Current Account,6,6,4.23,2022-06-14
1797,72691608,862469,Savings Account,4,,3.56,2024-10-13
1798,91429734,688124,Recurring Deposit,1,,3.41,2022-11-20
1799,69672487,925173,Savings Account,5,6,6.35,2021-12-09
1800,64995923,486890,Fixed Deposit,5,12,5.92,
1801,25673796,27000,Current Account,9,24,4.44,
1802,71826632,706616,Savings Account,9,,5.28,
1803,77534062,399610,Current Account,6,24,4.43,
1804,24853741,404455,Fixed Deposit,1,6,5.72,
1805,57290715,982444,Savings Account,2,36,5.48,
1806,89647594,826350,Fixed Deposit,10,6,3.98,2022-02-20
1807,66237127,552854,Savings Account,10,12,3.69,2020-02-20
1808,87786608,181802,Savings Account,6,24,2.5,2020-01-13
1809,81570396,39581,Savings Account,3,6,6.51,
1810,96335755,300823,Recurring Deposit,7,24,4.25,2020-08-15
1811,43145043,199277,Recurring Deposit,8,6,4.18,
1812,82614177,105696,Recurring Deposit,1,6,3.02,2021-07-20
1813,50118830,522107,Fixed Deposit,9,,3.22,2023-10-31
1814,56968623,346053,Recurring Deposit,2,6,5.95,
1815,98683176,587470,Current Account,2,12,6.54,2023-09-19
1816,76770443,940070,Savings Account,7,36,2.55,2021-05-22
1817,33916938,783689,Recurring Deposit,7,36,6.08,
1818,12232886,170981,Savings Account,8,12,6.01,2021-03-03
1819,30223295,351245,Recurring Deposit,2,6,5.28,2021-08-22
1820,62450843,35530,Current Account,3,36,4.38,
1821,60582687,471323,Current Account,3,,2.57,
1822,59477949,854540,Current Account,1,24,3.03,
1823,63586934,845839,Recurring Deposit,4,6,6.59,
1824,81654359,797849,Fixed Deposit,4,36,6.2,2024-07-07
1825,61602986,70618,Recurring Deposit,10,,5.91,
1826,32926391,610566,Fixed Deposit,7,6,6.17,
1827,92092334,543995,Fixed Deposit,8,,3.76,
1828,57499904,808236,Current Account,6,24,2.83,2022-08-03
1829,87141121,443347,Fixed Deposit,7,6,4.35,
1830,22643416,305098,Current Account,4,36,5.44,
1831,28571145,860529,Current Account,9,12,5.27,
1832,53442625,209851,Savings Account,7,,4.71,2024-03-26
1833,70158717,208631,Recurring Deposit,7,12,7.17,
1834,37399209,927770,Fixed Deposit,5,24,4.75,
1835,51345488,773093,Fixed Deposit,3,36,4.81,2022-07-21
1836,92777798,1967,Recurring Deposit,4,12,5.23,2021-06-20
1837,78079231,614767,Fixed Deposit,7,36,2.98,
1838,89614817,974151,Recurring Deposit,7,,4.65,2021-05-17
1839,85900715,772077,Current Account,8,,6.81,2022-11-25
1840,31811407,801300,Fixed Deposit,10,12,5.47,2023-05-20
1841,56094205,403505,Recurring Deposit,9,,6.19,
1842,53775151,608268,Savings Account,3,6,4.24,2023-12-03
1843,39999769,200014,Savings Account,9,24,2.81,
1844,90845239,990395,Fixed Deposit,5,6,3,2024-04-14
1845,46618450,68250,Recurring Deposit,6,24,3.59,2024-03-07
1846,68405557,933080,Current Account,10,6,2.96,2020-07-18
1847,94325586,949277,Fixed Deposit,5,36,3.93,2024-05-14
1848,95424475,679202,Fixed Deposit,5,36,4.25,2024-04-06
1849,11212316,381534,Fixed Deposit,7,12,4.23,2024-06-23
1850,69637989,977168,Current Account,10,6,3.4,2021-03-15
1851,49978296,705156,Fixed Deposit,1,6,7.06,
1852,28321214,733285,Savings Account,2,24,5.88,
1853,87756567,194351,Recurring Deposit,1,,3.59,2021-02-04
1854,91581531,701406,Current Account,1,36,2.62,2021-09-29
1855,13016518,791449,Savings Account,8,36,7.46,
1856,69733842,479767,Savings Account,7,6,3.55,
1857,45986064,161247,Recurring Deposit,9,6,3.81,2023-10-30
1858,94208414,46383,Recurring Deposit,6,24,2.57,2024-06-21
1859,73777515,62132,Current Account,9,36,3.44,
1860,29155471,573738,Recurring Deposit,2,,7.13,
1861,92858314,706507,Current Account,3,24,3.23,2024-08-23
1862,65298473,844224,Savings Account,1,6,4.52,
1863,66780992,883697,Current Account,5,24,4.94,2024-02-09
1864,89224116,170632,Recurring Deposit,9,6,3.24,2020-06-28
1865,50871016,860305,Savings Account,8,36,4.16,2022-10-21
1866,18446205,55586,Recurring Deposit,5,24,3.67,2024-08-25
