AccountID,AccountNumber,OpenDate,AccountType,BranchID,AccountBalance,Status
2399,25311147,2021-12-20,Current Account,1,438733,Closed
3233,25357495,2021-08-25,Current Account,3,125010,Closed
4890,25359560,2021-01-02,Recurring Deposit,5,99809,Closed
68,25372552,2021-07-03,Current Account,1,436094,Closed
4486,25390236,2022-05-26,Recurring Deposit,4,261194,Closed
728,25400191,2021-02-22,Fixed Deposit,1,804900,Active
1109,25408026,2022-07-20,Recurring Deposit,3,256675,Active
1070,25454302,2024-03-21,Fixed Deposit,8,665160,Closed
879,25473711,2023-09-06,Current Account,6,945685,Active
3627,25494104,2022-11-26,Recurring Deposit,4,21489,Active
2150,25523106,2024-10-08,Savings Account,7,155762,Active
2533,25527671,2023-02-23,Fixed Deposit,2,119904,Closed
2610,25577207,2021-02-15,Recurring Deposit,8,632860,Active
3220,25595477,2020-06-28,Fixed Deposit,8,478745,Active
4502,25610085,2022-05-13,Current Account,10,505992,Closed
466,25615418,2022-04-24,Current Account,10,4511,Closed
19,25656264,2021-06-24,Current Account,3,219289,Active
3487,25673469,2022-07-14,Fixed Deposit,1,146120,Closed
1801,25673796,2022-11-27,Current Account,9,379100,Closed
2052,25680543,2023-08-19,Recurring Deposit,3,770791,Closed
1505,25706912,2024-07-27,Current Account,5,808749,Closed
3021,25739492,2022-08-11,Recurring Deposit,2,336403,Closed
315,25766710,2024-07-16,Recurring Deposit,2,161417,Active
4026,25820638,2020-07-23,Current Account,10,506758,Active
4168,25824860,2022-02-11,Current Account,6,955343,Active
4754,25830744,2022-06-15,Fixed Deposit,4,672612,Closed
1927,25873604,2023-09-26,Current Account,3,556240,Closed
2013,25879991,2022-03-10,Savings Account,6,168404,Closed
3619,25890596,2024-01-08,Recurring Deposit,6,717409,Closed
3450,25899950,2021-03-17,Current Account,7,828777,Closed
3693,25903665,2023-06-18,Recurring Deposit,3,960543,Closed
259,25906873,2021-03-09,Current Account,9,24774,Active
450,25926737,2024-01-16,Savings Account,3,140696,Closed
3112,25937106,2023-12-23,Recurring Deposit,10,692501,Closed
1617,25938617,2020-12-09,Current Account,2,56490,Active
2187,25982981,2021-11-16,Current Account,7,48731,Closed
3068,25986801,2022-07-16,Current Account,9,868881,Active
1366,26002217,2021-01-03,Savings Account,4,604851,Active
244,26016420,2021-01-28,Recurring Deposit,9,599584,Closed
3527,26022893,2024-03-11,Savings Account,6,162269,Active
2658,26081719,2021-02-04,Current Account,4,730523,Closed
569,26094731,2020-10-19,Fixed Deposit,4,956397,Active
2862,26099456,2021-01-08,Recurring Deposit,6,294394,Active
4788,26105863,2022-08-20,Savings Account,7,448541,Active
4966,26112420,2024-01-25,Savings Account,8,724655,Closed
4705,26138711,2023-10-29,Recurring Deposit,4,194034,Active
490,26139313,2021-09-04,Current Account,7,890822,Closed
4225,26168609,2021-02-12,Recurring Deposit,2,452728,Active
3518,26170596,2024-05-13,Savings Account,1,423890,Active
3563,26188599,2023-12-15,Fixed Deposit,5,779627,Closed
3915,26199007,2020-11-27,Fixed Deposit,2,854393,Closed
651,26212584,2022-05-15,Current Account,3,335896,Active
898,26247241,2023-06-13,Savings Account,9,239422,Active
2464,26275588,2022-07-28,Current Account,2,834067,Active
1019,26282257,2021-04-10,Savings Account,3,961367,Closed
3066,26283037,2023-06-12,Fixed Deposit,10,784988,Active
2447,26312537,2022-03-26,Recurring Deposit,2,958485,Active
3597,26313047,2021-11-05,Recurring Deposit,8,259568,Closed
586,26323980,2020-01-21,Fixed Deposit,2,999359,Active
2448,26355844,2022-05-26,Recurring Deposit,8,109609,Closed
484,26372136,2022-08-22,Fixed Deposit,8,400737,Closed
744,26377872,2021-10-05,Recurring Deposit,8,65826,Active
2243,26405048,2021-11-14,Recurring Deposit,8,121753,Active
3703,26412074,2021-03-20,Savings Account,4,774788,Closed
4150,26434806,2021-06-26,Recurring Deposit,9,571415,Closed
3760,26442080,2022-02-08,Savings Account,10,419874,Active
454,26447014,2024-08-07,Savings Account,10,109120,Closed
1251,26489417,2021-08-02,Recurring Deposit,9,274247,Closed
2026,26492036,2022-06-13,Current Account,7,272811,Active
2475,26511054,2023-01-09,Recurring Deposit,1,614419,Active
2649,26547150,2021-05-05,Recurring Deposit,8,609677,Active
576,26564869,2022-10-23,Fixed Deposit,2,55527,Closed
3398,26606060,2022-05-25,Fixed Deposit,6,470544,Active
2585,26702017,2022-10-08,Fixed Deposit,8,442225,Active
87,26709159,2024-04-02,Current Account,7,649744,Closed
660,26734439,2024-02-10,Current Account,10,615003,Active
894,26735503,2023-06-22,Recurring Deposit,9,449847,Closed
2207,26751951,2024-06-16,Current Account,8,976297,Active
2065,26761671,2021-01-22,Fixed Deposit,7,361289,Closed
3265,26789758,2021-04-21,Current Account,6,191209,Closed
4342,26821412,2023-03-27,Recurring Deposit,2,138064,Active
3829,26828265,2020-09-01,Recurring Deposit,3,497884,Closed
4036,26836089,2023-06-13,Fixed Deposit,4,482357,Closed
3365,26851582,2023-04-24,Recurring Deposit,10,211933,Closed
2456,26864487,2023-01-15,Savings Account,4,240913,Active
1087,26865926,2023-08-26,Fixed Deposit,2,308637,Closed
2051,26917610,2022-02-11,Fixed Deposit,3,264802,Active
65,26922485,2023-06-19,Recurring Deposit,4,580842,Closed
3318,26940639,2024-07-11,Current Account,9,619015,Active
4151,26955135,2024-05-14,Current Account,7,250745,Active
2344,26967591,2020-09-01,Current Account,3,967087,Active
413,26974940,2024-05-01,Recurring Deposit,10,280971,Closed
179,26982970,2020-06-19,Fixed Deposit,3,259308,Closed
2444,26983445,2020-01-09,Current Account,8,789644,Active
4272,27025492,2020-01-03,Recurring Deposit,1,854994,Active
2967,27032459,2023-06-23,Fixed Deposit,2,605377,Active
1287,27053140,2020-09-17,Current Account,3,599569,Active
3258,27066088,2020-06-09,Current Account,7,992706,Active
195,27071436,2023-08-21,Savings Account,8,915824,Active
4017,27075254,2021-01-24,Savings Account,2,386406,Active
1796,27104124,2023-02-28,Current Account,6,412396,Closed
154,27107502,2022-07-07,Current Account,2,538704,Active
182,27123588,2020-07-05,Savings Account,1,301812,Active
2703,27141790,2023-05-03,Fixed Deposit,2,511663,Closed
2113,27143066,2022-10-09,Current Account,8,142435,Active
3247,27151257,2021-11-30,Savings Account,4,496580,Active
605,27155779,2022-09-21,Recurring Deposit,10,253707,Active
3007,27160749,2020-09-12,Savings Account,2,519240,Active
561,27183032,2022-02-07,Recurring Deposit,3,695938,Active
4208,27194476,2024-03-29,Recurring Deposit,9,121142,Closed
1049,27220631,2021-02-26,Savings Account,8,483548,Active
1067,27326000,2023-04-29,Fixed Deposit,7,280477,Active
631,27341287,2020-12-26,Recurring Deposit,6,497096,Active
1620,27354510,2023-07-16,Current Account,1,861717,Closed
310,27377943,2023-07-08,Current Account,3,761092,Active
3554,27418572,2023-10-24,Recurring Deposit,6,205949,Closed
4460,27421340,2022-09-25,Current Account,7,810082,Closed
1362,27447060,2020-04-28,Recurring Deposit,1,315039,Closed
3332,27451259,2024-08-04,Savings Account,7,442538,Closed
3896,27480237,2022-03-17,Current Account,1,684698,Active
2923,27522122,2021-09-25,Fixed Deposit,4,66760,Closed
191,27526755,2023-10-04,Current Account,9,555394,Active
2994,27532794,2023-02-25,Current Account,1,142250,Active
201,27534576,2021-09-08,Recurring Deposit,5,392623,Active
686,27585761,2023-02-13,Fixed Deposit,8,590116,Closed
190,27609439,2024-08-26,Current Account,3,35830,Closed
4275,27621753,2020-08-15,Current Account,2,724965,Active
4645,27632666,2020-08-31,Savings Account,7,531428,Closed
2943,27637986,2023-07-19,Fixed Deposit,8,357805,Active
2033,27653215,2021-02-18,Recurring Deposit,5,372784,Active
169,27673668,2023-07-22,Recurring Deposit,10,67220,Closed
2887,27682464,2022-12-26,Savings Account,6,949061,Active
1285,27691237,2023-08-10,Savings Account,2,425824,Active
856,27696823,2024-05-09,Fixed Deposit,5,586246,Closed
1086,27704886,2023-03-29,Savings Account,9,406073,Closed
226,27719312,2022-01-30,Fixed Deposit,4,29911,Closed
528,27724374,2023-12-31,Current Account,3,587036,Active
4141,27751999,2022-08-08,Current Account,1,7966,Closed
1299,27770796,2020-04-10,Current Account,5,350093,Active
4957,27774682,2024-05-09,Recurring Deposit,3,288337,Active
4197,27775673,2022-02-11,Fixed Deposit,6,331624,Closed
2705,27883205,2021-09-26,Savings Account,2,510201,Closed
4962,27913889,2023-03-12,Fixed Deposit,5,246363,Active
1226,27914921,2024-09-17,Recurring Deposit,4,474200,Closed
1595,27926819,2024-08-18,Current Account,4,833511,Closed
1496,27961181,2020-08-26,Recurring Deposit,5,683522,Active
4166,27971391,2022-05-11,Fixed Deposit,2,297262,Active
2933,27976656,2023-03-10,Current Account,1,996606,Active
2722,27978533,2022-12-15,Recurring Deposit,8,438391,Closed
357,27982209,2022-06-24,Recurring Deposit,10,378531,Active
3718,27983351,2022-12-04,Recurring Deposit,6,907937,Active
2542,27988386,2021-04-25,Fixed Deposit,6,959005,Closed
2602,28028246,2023-07-26,Recurring Deposit,7,974028,Active
4401,28036027,2024-03-06,Fixed Deposit,4,70971,Closed
2460,28039011,2023-07-09,Current Account,2,111422,Closed
1234,28044506,2020-05-07,Fixed Deposit,9,738359,Closed
4432,28048094,2024-01-21,Recurring Deposit,3,764661,Closed
313,28077736,2022-10-12,Recurring Deposit,6,169291,Closed
3592,28113144,2022-05-22,Current Account,7,670111,Closed
4334,28116129,2022-12-25,Recurring Deposit,1,553243,Closed
157,28155669,2020-11-20,Fixed Deposit,1,40189,Active
2592,28168908,2023-06-17,Current Account,2,17636,Active
2811,28192133,2020-05-09,Current Account,2,99312,Closed
2480,28203817,2023-07-23,Recurring Deposit,7,286037,Closed
4707,28205201,2022-03-13,Fixed Deposit,7,685792,Closed
1155,28217622,2020-05-21,Recurring Deposit,5,928704,Active
2647,28224724,2020-06-01,Recurring Deposit,2,789321,Active
3195,28245984,2024-07-01,Fixed Deposit,8,150370,Active
824,28247605,2024-09-14,Savings Account,8,586200,Active
25,28264493,2022-05-12,Fixed Deposit,8,934461,Active
3810,28267938,2020-12-17,Fixed Deposit,2,151814,Active
1232,28292826,2022-03-17,Current Account,3,952569,Closed
1108,28301985,2023-05-01,Recurring Deposit,1,548904,Active
1852,28321214,2023-05-27,Savings Account,2,474659,Active
2280,28327661,2022-02-27,Fixed Deposit,7,964719,Active
2831,28328973,2022-04-15,Savings Account,5,382464,Closed
446,28348753,2022-10-27,Savings Account,2,159187,Closed
4575,28363062,2023-07-17,Current Account,1,456820,Active
3711,28363097,2020-03-26,Current Account,6,632443,Closed
2059,28378033,2024-01-01,Fixed Deposit,2,907260,Closed
3651,28381594,2023-09-09,Savings Account,2,15183,Active
811,28399621,2023-07-31,Fixed Deposit,4,450913,Active
2101,28411972,2020-03-22,Current Account,1,750319,Active
4495,28416939,2021-11-25,Recurring Deposit,7,154573,Active
968,28435232,2024-07-11,Recurring Deposit,6,334131,Active
4237,28445351,2022-12-21,Savings Account,8,73148,Closed
323,28447613,2023-07-22,Savings Account,2,963903,Active
3537,28468603,2020-06-26,Fixed Deposit,10,643877,Active
2361,28476277,2024-04-09,Recurring Deposit,3,439862,Closed
3176,28491548,2023-04-21,Current Account,3,931679,Closed
3167,28515091,2024-03-31,Savings Account,3,25794,Active
4752,28528804,2020-04-26,Fixed Deposit,8,691740,Closed
142,28535751,2024-07-18,Current Account,2,127485,Active
3826,28570788,2020-01-14,Recurring Deposit,1,419686,Active
1831,28571145,2021-01-12,Current Account,9,747020,Closed
3079,28637972,2021-01-17,Recurring Deposit,5,645648,Closed
4753,28656118,2023-04-22,Fixed Deposit,10,502436,Active
3171,28693730,2020-04-25,Current Account,5,700475,Closed
3215,28721927,2023-01-11,Fixed Deposit,2,646392,Closed
1931,28728874,2021-01-01,Savings Account,5,456776,Active
4253,28733307,2021-06-23,Savings Account,2,220472,Active
4268,28744520,2022-01-07,Current Account,10,229291,Active
2493,28771812,2022-10-15,Savings Account,2,41501,Active
2146,28782845,2020-05-21,Savings Account,9,510895,Closed
916,28828124,2023-01-15,Fixed Deposit,7,331421,Active
3186,28889590,2020-04-19,Current Account,7,940569,Closed
1184,28907022,2020-10-19,Savings Account,2,639718,Closed
1627,28912533,2022-07-07,Savings Account,5,392947,Closed
2180,28944305,2024-10-03,Fixed Deposit,6,865584,Active
3748,28971196,2020-12-27,Fixed Deposit,10,677336,Closed
1105,28983103,2024-03-16,Current Account,8,211986,Closed
53,28987151,2020-10-08,Current Account,4,642427,Closed
3130,28994710,2020-10-30,Savings Account,2,587829,Active
691,29009846,2023-03-26,Fixed Deposit,5,180887,Active
1494,29026689,2024-09-05,Fixed Deposit,1,15476,Closed
2050,29027158,2020-01-26,Recurring Deposit,6,938751,Active
4221,29041068,2021-04-30,Current Account,2,403091,Closed
2902,29047652,2021-01-27,Recurring Deposit,6,147338,Active
4881,29047759,2023-02-08,Current Account,2,348001,Closed
1259,29058172,2022-02-16,Current Account,6,191016,Active
3623,29063958,2023-01-29,Savings Account,3,212029,Closed
489,29070828,2020-06-04,Recurring Deposit,1,714740,Closed
1403,29073006,2020-12-19,Recurring Deposit,3,504692,Active
3460,29096178,2020-07-27,Current Account,1,747888,Closed
2860,29130730,2023-10-10,Recurring Deposit,4,577475,Closed
432,29138827,2020-06-10,Current Account,1,28493,Active
4995,29140008,2024-06-23,Savings Account,6,109443,Closed
4169,29145211,2021-10-08,Savings Account,4,20863,Active
2597,29154201,2023-07-19,Current Account,8,757676,Active
1860,29155471,2023-12-15,Recurring Deposit,2,12395,Active
2121,29218151,2020-10-25,Current Account,6,730145,Active
3251,29236657,2023-10-04,Current Account,6,589265,Closed
2350,29254771,2023-08-02,Fixed Deposit,9,382419,Closed
4446,29269124,2023-02-27,Fixed Deposit,10,442278,Closed
3816,29302769,2023-08-19,Recurring Deposit,3,166454,Active
2895,29336846,2020-09-23,Current Account,7,665533,Closed
2770,29347898,2024-10-08,Recurring Deposit,8,809141,Closed
2750,29353979,2021-01-11,Recurring Deposit,8,939700,Active
2890,29357510,2020-07-08,Current Account,8,835956,Closed
3284,29371183,2021-01-27,Fixed Deposit,10,725561,Closed
1417,29373250,2021-09-02,Savings Account,6,577833,Active
2749,29386792,2022-10-20,Recurring Deposit,4,109528,Closed
2883,29421271,2020-01-25,Savings Account,2,439892,Active
895,29425562,2023-01-10,Current Account,10,886097,Closed
3856,29433419,2022-04-15,Fixed Deposit,1,160554,Closed
1629,29438830,2021-12-05,Recurring Deposit,5,278991,Active
687,29481516,2021-04-18,Fixed Deposit,6,20905,Active
3630,29487289,2024-05-08,Savings Account,7,681358,Closed
3364,29538668,2021-10-05,Current Account,9,690975,Closed
1042,29609766,2023-04-09,Fixed Deposit,5,958596,Closed
4480,29678081,2023-03-18,Savings Account,9,732310,Active
4853,29689483,2024-04-22,Savings Account,10,49981,Closed
3407,29696682,2024-04-05,Fixed Deposit,3,478663,Closed
318,29710954,2021-03-20,Savings Account,4,397465,Closed
3891,29751826,2024-07-19,Current Account,5,210438,Closed
3904,29760210,2020-08-22,Recurring Deposit,6,777354,Closed
4929,29770964,2020-03-15,Fixed Deposit,6,734459,Active
3669,29778338,2020-05-07,Recurring Deposit,2,296308,Active
1351,29788104,2022-03-14,Recurring Deposit,10,344046,Closed
3799,29797191,2021-05-10,Fixed Deposit,9,819799,Active
342,29799652,2021-04-02,Current Account,9,478317,Active
523,29808913,2023-08-11,Fixed Deposit,6,42633,Active
2424,29838314,2023-03-14,Savings Account,9,74539,Closed
3030,29868814,2024-06-03,Fixed Deposit,2,190662,Active
3162,29900441,2022-09-19,Fixed Deposit,7,212873,Closed
1334,29909582,2020-11-28,Current Account,3,278754,Closed
612,29912354,2022-01-11,Recurring Deposit,7,47131,Closed
1099,29915454,2021-12-11,Savings Account,8,291686,Active
3037,29915816,2023-10-14,Fixed Deposit,5,725110,Active
748,29930950,2021-08-03,Fixed Deposit,9,380720,Closed
3304,29985122,2022-03-31,Recurring Deposit,6,530064,Closed
4662,30018938,2020-12-25,Current Account,1,374484,Active
188,30034371,2023-04-29,Current Account,2,755305,Closed
3184,30037607,2020-11-21,Current Account,2,81717,Closed
2796,30039953,2023-02-15,Savings Account,4,765443,Active
1975,30049084,2023-03-31,Current Account,9,594961,Active
1416,30086155,2023-03-05,Fixed Deposit,6,458625,Closed
827,30088520,2020-12-20,Current Account,2,108152,Closed
3133,30143561,2020-05-17,Fixed Deposit,2,73936,Active
4913,30162541,2020-01-16,Fixed Deposit,9,721137,Closed
1819,30223295,2022-09-29,Recurring Deposit,2,35709,Closed
614,30236850,2024-08-18,Savings Account,6,91216,Closed
3378,30242166,2024-02-10,Recurring Deposit,7,336280,Closed
255,30244833,2020-08-10,Savings Account,9,765989,Closed
1502,30254713,2023-07-14,Recurring Deposit,8,682654,Closed
2758,30270011,2022-08-15,Savings Account,10,938900,Closed
1387,30273667,2024-04-13,Fixed Deposit,10,273972,Closed
4213,30286307,2021-04-16,Fixed Deposit,8,641270,Closed
329,30307891,2023-10-01,Current Account,10,917176,Closed
2803,30326795,2020-01-06,Recurring Deposit,4,428735,Active
18,30329530,2023-04-08,Recurring Deposit,3,99499,Active
1511,30352073,2020-02-09,Savings Account,8,749035,Active
1563,30379621,2021-08-01,Savings Account,9,321125,Closed
558,30398821,2022-02-06,Current Account,4,845402,Closed
3175,30428950,2021-08-16,Recurring Deposit,4,575242,Closed
3077,30437080,2020-05-28,Current Account,7,909037,Active
1760,30448683,2020-06-15,Savings Account,6,932063,Closed
3376,30449463,2020-02-02,Savings Account,6,541605,Active
545,30468290,2023-03-10,Current Account,8,570966,Closed
3331,30487363,2024-09-12,Savings Account,10,116736,Closed
690,30503941,2021-03-06,Current Account,7,204100,Active
276,30531509,2020-07-16,Current Account,1,22051,Active
1190,30534055,2021-03-08,Fixed Deposit,7,286870,Closed
1228,30577994,2022-12-18,Savings Account,8,222955,Closed
4276,30578989,2022-08-29,Recurring Deposit,9,567498,Active
1654,30592253,2020-01-10,Savings Account,7,54570,Closed
3739,30603533,2024-07-07,Recurring Deposit,4,855449,Active
1486,30617314,2021-12-31,Fixed Deposit,10,822152,Active
1574,30623050,2023-07-14,Savings Account,1,687247,Active
4790,30658585,2021-09-19,Fixed Deposit,9,913850,Closed
4109,30664729,2020-04-27,Savings Account,9,213606,Closed
700,30665324,2022-03-13,Recurring Deposit,4,54535,Closed
1331,30681094,2024-09-14,Recurring Deposit,6,347320,Closed
1523,30692256,2021-02-06,Current Account,8,393740,Closed
592,30692977,2023-12-06,Savings Account,3,946253,Active
705,30707513,2023-01-29,Fixed Deposit,4,571032,Active
129,30746464,2023-10-28,Fixed Deposit,3,866270,Closed
3553,30753916,2022-01-12,Fixed Deposit,10,757683,Active
3729,30772136,2021-02-28,Current Account,1,876487,Closed
1753,30810799,2024-02-25,Fixed Deposit,9,896332,Closed
1207,30825995,2023-05-31,Current Account,10,409275,Closed
3698,30866574,2021-05-24,Savings Account,7,224966,Active
159,30869120,2023-11-03,Recurring Deposit,2,381627,Active
1339,30877814,2023-01-29,Recurring Deposit,10,242874,Active
3501,30882678,2023-03-18,Fixed Deposit,5,902972,Active
661,30934062,2023-10-20,Recurring Deposit,9,630717,Active
4894,30948155,2022-11-19,Recurring Deposit,7,97836,Closed
4006,30974708,2022-08-13,Fixed Deposit,5,522240,Closed
499,30994124,2023-10-21,Fixed Deposit,5,528477,Closed
3643,31010543,2020-02-02,Fixed Deposit,4,637652,Active
1756,31052222,2020-08-08,Recurring Deposit,7,490845,Closed
4097,31055735,2021-05-23,Current Account,2,220144,Closed
1558,31076736,2023-05-13,Savings Account,7,137685,Active
2125,31079288,2022-03-21,Fixed Deposit,4,960381,Active
464,31127637,2022-05-25,Current Account,1,341715,Closed
1154,31148865,2021-09-01,Recurring Deposit,9,239407,Active
3922,31154676,2021-02-05,Recurring Deposit,3,995078,Active
1501,31161829,2021-11-21,Current Account,5,290256,Closed
1062,31165240,2022-10-11,Current Account,4,290822,Active
3020,31168865,2020-10-25,Fixed Deposit,8,2357,Closed
4808,31170843,2022-07-01,Savings Account,5,937874,Active
4019,31206894,2024-01-03,Fixed Deposit,9,645886,Closed
816,31246090,2020-10-04,Recurring Deposit,3,413678,Active
4232,31251926,2020-08-22,Savings Account,9,909080,Closed
653,31259406,2021-08-24,Savings Account,8,466335,Active
2550,31261155,2020-09-30,Savings Account,9,676687,Active
897,31278817,2020-11-18,Savings Account,7,958075,Closed
3883,31311791,2023-03-03,Current Account,10,925877,Closed
4357,31343837,2021-04-24,Savings Account,3,742856,Active
240,31356906,2024-04-09,Current Account,4,996246,Active
4911,31385451,2023-01-25,Current Account,10,147412,Active
3211,31403749,2023-08-24,Savings Account,8,876621,Active
1223,31405453,2021-11-25,Recurring Deposit,2,887550,Active
2735,31415919,2021-08-24,Recurring Deposit,10,517287,Active
3348,31427013,2020-03-27,Fixed Deposit,8,768005,Closed
4786,31439705,2024-02-01,Savings Account,2,863893,Active
3203,31443889,2022-01-04,Current Account,8,487163,Active
2383,31458188,2023-04-06,Recurring Deposit,6,834449,Closed
3990,31462714,2022-07-11,Recurring Deposit,10,783530,Active
1471,31469242,2020-05-30,Current Account,9,797348,Active
1483,31477248,2021-04-07,Current Account,1,737173,Closed
4181,31481965,2020-03-08,Recurring Deposit,1,992020,Closed
4024,31483603,2022-06-10,Recurring Deposit,1,706697,Active
2846,31508083,2021-05-07,Current Account,7,418578,Active
4433,31518068,2024-02-06,Recurring Deposit,1,929344,Closed
3735,31579010,2020-04-12,Recurring Deposit,10,945590,Active
1665,31593437,2021-07-16,Current Account,8,162307,Active
3440,31608767,2020-06-13,Savings Account,7,169000,Active
985,31622781,2023-05-16,Current Account,5,536569,Active
1683,31648467,2024-08-14,Current Account,1,117256,Active
692,31660837,2023-02-06,Recurring Deposit,1,193667,Active
983,31677773,2021-03-08,Recurring Deposit,10,287255,Active
4155,31701972,2022-11-04,Savings Account,6,909098,Active
1705,31721638,2024-06-05,Recurring Deposit,1,301553,Active
230,31729732,2024-07-29,Recurring Deposit,8,721667,Active
1213,31741531,2024-09-09,Savings Account,1,648081,Active
2016,31742665,2023-02-26,Current Account,4,453694,Active
3791,31742956,2023-07-12,Recurring Deposit,2,278844,Active
71,31757048,2022-01-17,Recurring Deposit,2,529960,Active
4134,31770277,2020-07-09,Current Account,10,662514,Active
254,31770432,2022-11-30,Fixed Deposit,1,28355,Active
3596,31779411,2023-09-25,Savings Account,3,171029,Closed
4997,31784381,2022-06-12,Fixed Deposit,9,596629,Active
4844,31797774,2023-11-18,Savings Account,4,267110,Closed
1840,31811407,2024-09-19,Fixed Deposit,10,471810,Closed
145,31812203,2022-10-26,Recurring Deposit,5,611623,Closed
4383,31813769,2023-12-04,Recurring Deposit,6,772835,Active
2271,31821826,2022-01-13,Savings Account,1,10476,Closed
4773,31858604,2020-02-07,Savings Account,9,834670,Closed
1296,31883430,2020-07-03,Recurring Deposit,9,246079,Active
1639,31890260,2022-02-16,Savings Account,4,761019,Closed
3468,31898382,2021-03-12,Fixed Deposit,9,907684,Active
3315,31901903,2020-12-05,Recurring Deposit,2,97587,Active
4138,31905860,2022-04-11,Fixed Deposit,9,84303,Closed
1212,31927086,2021-04-07,Fixed Deposit,10,599697,Active
1297,31932060,2022-08-23,Current Account,8,621136,Active
1412,31951279,2023-10-05,Recurring Deposit,3,683995,Closed
517,31958106,2023-09-16,Current Account,4,935786,Active
3386,31961637,2023-03-05,Fixed Deposit,9,152054,Active
2310,31974909,2020-07-03,Current Account,1,391048,Active
1718,32013599,2022-05-17,Fixed Deposit,5,607280,Active
1929,32015250,2022-12-26,Current Account,8,17730,Closed
3919,32062935,2024-02-10,Current Account,9,927164,Active
583,32075919,2021-10-08,Current Account,7,173884,Active
2046,32123737,2024-06-13,Savings Account,7,176893,Active
848,32142393,2023-08-12,Savings Account,2,667689,Closed
4568,32214080,2022-07-02,Current Account,4,875021,Closed
4915,32227046,2022-01-07,Recurring Deposit,10,579701,Closed
3526,32232961,2024-03-11,Recurring Deposit,9,434152,Active
4081,32267251,2021-05-23,Recurring Deposit,5,752432,Active
4312,32270634,2020-10-31,Recurring Deposit,8,905051,Active
4045,32307582,2023-07-05,Current Account,7,323741,Closed
1450,32308343,2022-04-28,Current Account,9,957082,Active
4241,32309045,2020-07-31,Fixed Deposit,6,881067,Active
2107,32310226,2022-11-12,Fixed Deposit,6,442604,Closed
3530,32342927,2020-03-24,Fixed Deposit,2,184979,Active
3034,32347212,2024-01-18,Current Account,6,728087,Active
1919,32369436,2021-04-27,Recurring Deposit,6,964593,Active
2708,32395401,2023-04-23,Recurring Deposit,7,528968,Closed
2416,32404154,2022-02-26,Current Account,1,603530,Active
4665,32405926,2022-08-20,Fixed Deposit,4,528577,Active
488,32415998,2024-04-20,Savings Account,9,638470,Closed
1785,32420823,2022-10-20,Savings Account,1,73491,Active
2872,32439039,2022-09-15,Savings Account,3,14698,Active
307,32451247,2021-03-05,Current Account,7,142716,Active
112,32478703,2021-07-25,Current Account,9,952708,Active
45,32479737,2021-12-04,Current Account,5,19332,Active
4104,32518072,2020-05-12,Current Account,6,929690,Closed
4369,32548933,2024-07-15,Savings Account,2,353535,Closed
1677,32560859,2022-03-31,Savings Account,2,509178,Closed
143,32564866,2020-08-22,Current Account,1,142228,Closed
3032,32571736,2024-05-26,Fixed Deposit,5,222920,Active
4554,32577873,2022-11-12,Fixed Deposit,8,403876,Active
78,32581930,2023-05-15,Recurring Deposit,3,700658,Active
4345,32586394,2024-06-16,Fixed Deposit,9,193040,Closed
4544,32642542,2023-02-20,Recurring Deposit,5,437269,Closed
814,32646191,2021-09-15,Current Account,2,107907,Active
4355,32652329,2022-06-21,Fixed Deposit,6,381651,Active
311,32675186,2021-02-06,Fixed Deposit,2,258591,Closed
613,32679569,2020-01-14,Fixed Deposit,4,273182,Closed
3314,32693121,2020-08-25,Current Account,7,111166,Active
4738,32704265,2020-09-29,Savings Account,8,758811,Closed
4382,32753536,2023-07-02,Fixed Deposit,7,813508,Active
4071,32769522,2024-06-08,Savings Account,7,381531,Closed
3586,32778954,2022-03-31,Recurring Deposit,3,254839,Active
2801,32794897,2021-05-26,Savings Account,9,528905,Active
4302,32837888,2023-07-21,Savings Account,9,193309,Active
2320,32844016,2024-04-21,Current Account,1,397242,Active
4398,32849351,2020-07-31,Recurring Deposit,5,961165,Active
2144,32858779,2022-12-02,Fixed Deposit,4,955133,Closed
2713,32868779,2021-11-16,Recurring Deposit,1,216419,Active
1482,32883633,2021-05-11,Savings Account,3,629152,Closed
1280,32901211,2023-10-05,Recurring Deposit,10,258313,Closed
2335,32910504,2021-02-08,Savings Account,9,666457,Active
2092,32913980,2023-11-22,Fixed Deposit,9,367375,Active
2953,32914929,2023-06-05,Fixed Deposit,8,98982,Active
1826,32926391,2020-11-26,Fixed Deposit,7,59362,Active
1926,32937991,2022-08-13,Fixed Deposit,1,118917,Closed
1708,32939969,2022-06-04,Current Account,5,249210,Closed
83,32940063,2021-10-31,Recurring Deposit,10,538495,Active
2139,32947096,2022-11-07,Recurring Deposit,7,826084,Active
40,32950147,2022-09-27,Recurring Deposit,5,63364,Active
1041,32996510,2020-02-18,Current Account,6,631891,Active
4953,33017065,2021-12-18,Savings Account,1,553236,Closed
4804,33033865,2021-06-12,Savings Account,3,282696,Closed
4043,33037865,2020-04-12,Fixed Deposit,7,992635,Active
2845,33040510,2022-10-21,Current Account,2,249119,Closed
4078,33052880,2022-04-27,Fixed Deposit,5,405651,Closed
4330,33058100,2024-06-26,Recurring Deposit,2,227603,Active
4336,33072173,2023-04-01,Current Account,8,898817,Active
3390,33094514,2024-02-08,Fixed Deposit,3,702992,Closed
4372,33099318,2023-05-28,Current Account,8,373524,Active
1526,33133830,2020-11-05,Current Account,3,654926,Closed
